"product","product.href","Manufacturer","name","socket","image","form_factor","chipset","max_memory","memory_type","memory_slots","m2_slot","price","category"
"Gigabyte Z790 AORUS ELITE DDR4","https://pcpartpicker.com/product/LhWzK8/gigabyte-z790-aorus-elite-ddr4-atx-lga1700-motherboard-z790-aorus-elite-ddr4","Gigabyte","Gigabyte Z790 AORUS ELITE DDR4 ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/c19c4d45a6d0006ac52c8b392c649581.256p.jpg","ATX","Intel Z790",128,"DDR4","4","2280/22110 M-key
                        
                            2280/22110 M-key
                        
                            2280/22110 M-key
                        
                            2280/22110 M-key",292.51,"MOBO"
"ASRock B860 Pro RS WiFi","https://pcpartpicker.com/product/jZRnTW/asrock-b860-pro-rs-wifi-atx-lga1851-motherboard-b860-pro-rs-wifi","ASRock","ASRock B860 Pro RS WiFi ATX LGA1851 Motherboard","LGA1851","//cdna.pcpartpicker.com/static/forever/images/product/505004f504851017df4e9394f4506ed5.256p.jpg","ATX","Intel B860",256,"DDR5","4","",159.99,"MOBO"
"Gigabyte Z790I AORUS ULTRA","https://pcpartpicker.com/product/bcTZxr/gigabyte-z790i-aorus-ultra-mini-itx-lga1700-motherboard-z790i-aorus-ultra","Gigabyte","Gigabyte Z790I AORUS ULTRA Mini ITX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/df1db4a3566a5ff21c21693b6c97ced3.256p.jpg","Mini ITX","Intel Z790",96,"DDR5","2","",334.18,"MOBO"
"Asus TUF GAMING Z790-PLUS D4","https://pcpartpicker.com/product/2ZgFf7/asus-tuf-gaming-z790-plus-d4-atx-lga1700-motherboard-tuf-gaming-z790-plus-d4","Asus","Asus TUF GAMING Z790-PLUS D4 ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/cd5ace3f799417439086a4befa19f122.256p.jpg","ATX","Intel Z790",128,"DDR4","4","",321.73,"MOBO"
"ASRock B760M PG Riptide","https://pcpartpicker.com/product/tGmmP6/asrock-b760m-pg-riptide-micro-atx-lga1700-motherboard-b760m-pg-riptide","ASRock","ASRock B760M PG Riptide Micro ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/532ccedf9fb9a984493debaf06220ee7.256p.jpg","Micro ATX","Intel B760",192,"DDR5","4","2260/2280 M-key
                        
                            2260/2280 M-key
                        
                            2230 E-key",286.25,"MOBO"
"ASRock B550 Extreme4","https://pcpartpicker.com/product/zsfFf7/asrock-b550-extreme4-atx-am4-motherboard-b550-extreme4","ASRock","ASRock B550 Extreme4 ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/d66de10cff8d949e382c4bc82bf1c79a.256p.jpg","ATX","AMD B550",128,"DDR4","4","",184.99,"MOBO"
"Gigabyte Z390 I AORUS PRO WIFI","https://pcpartpicker.com/product/L9YLrH/gigabyte-z390-i-aorus-pro-wifi-mini-itx-lga1151-motherboard-z390-i-aorus-pro-wifi","Gigabyte","Gigabyte Z390 I AORUS PRO WIFI Mini ITX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/faffdd443e284a7f37a3f337c3d2ffff.256p.jpg","Mini ITX","Intel Z390",64,"DDR4","2","",326,"MOBO"
"Gigabyte B550 GAMING X","https://pcpartpicker.com/product/R6VG3C/gigabyte-b550-gaming-x-atx-am4-motherboard-b550-gaming-x","Gigabyte","Gigabyte B550 GAMING X ATX AM4 Motherboard","AM4","https://m.media-amazon.com/images/I/41QeHArymHL.jpg","ATX","AMD B550",128,"DDR4","4","2242/2260/2280/22110 M-key
                        
                            2242/2260/2280/22110 M-key",159.99,"MOBO"
"Asus ROG MAXIMUS Z690 HERO","https://pcpartpicker.com/product/ChBG3C/asus-rog-maximus-z690-hero-atx-lga1700-motherboard-rog-maximus-z690-hero","Asus","Asus ROG MAXIMUS Z690 HERO ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/1a155076718d51342d45b49f293ee0db.256p.jpg","ATX","Intel Z690",192,"DDR5","4","",680,"MOBO"
"MSI Z270 GAMING PRO CARBON","https://pcpartpicker.com/product/yY8H99/msi-z270-gaming-pro-carbon-atx-lga1151-motherboard-z270-gaming-pro-carbon","MSI","MSI Z270 GAMING PRO CARBON ATX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/c4d2077e59af304ae324c8b511acfdb3.256p.jpg","ATX","Intel Z270",64,"DDR4","4","",400,"MOBO"
"Asus ROG ZENITH EXTREME ALPHA","https://pcpartpicker.com/product/TfQG3C/asus-rog-zenith-extreme-alpha-eatx-tr4-motherboard-rog-zenith-extreme-alpha","Asus","Asus ROG ZENITH EXTREME ALPHA EATX sTR4 Motherboard","sTR4","https://m.media-amazon.com/images/I/51ZVvX3NuML.jpg","EATX","AMD X399",128,"DDR4","8","",719,"MOBO"
"Asus TUF GAMING B660M-PLUS WIFI","https://pcpartpicker.com/product/dtqPxr/asus-tuf-gaming-b660m-plus-wifi-micro-atx-lga1700-motherboard-tuf-gaming-b660m-plus-wifi","Asus","Asus TUF GAMING B660M-PLUS WIFI Micro ATX LGA1700 Motherboard","LGA1700","https://m.media-amazon.com/images/I/51qRi2UthJL.jpg","Micro ATX","Intel B660",192,"DDR5","4","2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key",284.91,"MOBO"
"Gigabyte B860M DS3H WIFI6E","https://pcpartpicker.com/product/mFtkcf/gigabyte-b860m-ds3h-wifi6e-micro-atx-lga1851-motherboard-b860m-ds3h-wifi6e","Gigabyte","Gigabyte B860M DS3H WIFI6E Micro ATX LGA1851 Motherboard","LGA1851","https://m.media-amazon.com/images/I/51bw6wnOQoL.jpg","Micro ATX","Intel B860",256,"DDR5","4","",149.99,"MOBO"
"Gigabyte B360M DS3H","https://pcpartpicker.com/product/PgQG3C/gigabyte-b360m-ds3h-micro-atx-lga1151-motherboard-b360m-ds3h","Gigabyte","Gigabyte B360M DS3H Micro ATX LGA1151 Motherboard","LGA1151","https://m.media-amazon.com/images/I/51CbQdmpitL.jpg","Micro ATX","Intel B360",64,"DDR4","4","",230,"MOBO"
"Asus ROG STRIX Z590-A GAMING WIFI","https://pcpartpicker.com/product/pjcG3C/asus-rog-strix-z590-a-gaming-wifi-atx-lga1200-motherboard-rog-strix-z590-a-gaming-wifi","Asus","Asus ROG STRIX Z590-A GAMING WIFI ATX LGA1200 Motherboard","LGA1200","//cdna.pcpartpicker.com/static/forever/images/product/26c7bbab7b32ae78c245e9fc475a1a7a.256p.jpg","ATX","Intel Z590",128,"DDR4","4","2242/2260/2280/22110 M-key (Intel Rocket Lake-based CPUs only)
                        
                            2242/2260/2280/22110 M-key
                        
                            2242/2260/2280/22110 M-key",479,"MOBO"
"MSI MAG B365M MORTAR","https://pcpartpicker.com/product/w4CFf7/msi-mag-b365m-mortar-micro-atx-lga1151-motherboard-mag-b365m-mortar","MSI","MSI MAG B365M MORTAR Micro ATX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/cacd3c30e0be8ffc5866d534ca23e9dd.256p.jpg","Micro ATX","Intel B365",64,"DDR4","4","",340.04,"MOBO"
"MSI Creator X299","https://pcpartpicker.com/product/6TrYcf/msi-creator-x299-eatx-lga2066-motherboard-creator-x299","MSI","MSI Creator X299 EATX LGA2066 Motherboard","LGA2066","//cdna.pcpartpicker.com/static/forever/images/product/37eb3e8c3d0815a756f4060fe24a8437.256p.jpg","EATX","Intel X299",256,"DDR4","8","2242/2260/2280/22110 M-key
                        
                            2242/2260/2280/22110 M-key
                        
                            2242/2260/2280/22110 M-key
                        
                            2230 E-key",228.99,"MOBO"
"ASRock B860I Lightning WiFi","https://pcpartpicker.com/product/cbXMnQ/asrock-b860i-lightning-wifi-mini-itx-lga1851-motherboard-b860i-lightning-wifi","ASRock","ASRock B860I Lightning WiFi Mini ITX LGA1851 Motherboard","LGA1851","//cdna.pcpartpicker.com/static/forever/images/product/a0be5b13bb6aec8fdc7a11b01e44afa2.256p.jpg","Mini ITX","Intel B860",128,"DDR5","2","",219.99,"MOBO"
"Gigabyte Z790 UD AX","https://pcpartpicker.com/product/xXxRsY/gigabyte-z790-ud-ax-atx-lga1700-motherboard-z790-ud-ax","Gigabyte","Gigabyte Z790 UD AX ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/c794a02522d98299795e660e5c88616b.256p.jpg","ATX","Intel Z790",192,"DDR5","4","",312.99,"MOBO"
"Gigabyte B860M D3HP","https://pcpartpicker.com/product/7pG2FT/gigabyte-b860m-d3hp-micro-atx-lga1851-motherboard-b860m-d3hp","Gigabyte","Gigabyte B860M D3HP Micro ATX LGA1851 Motherboard","LGA1851","//cdna.pcpartpicker.com/static/forever/images/product/dce219031f950b1c91e88e05ffd76498.256p.jpg","Micro ATX","Intel B860",256,"DDR5","4","2280 M-key
                        
                            2280 M-key",129.99,"MOBO"
"ASRock A520M Pro4","https://pcpartpicker.com/product/2pwkcf/asrock-a520m-pro4-micro-atx-am4-motherboard-a520m-pro4","ASRock","ASRock A520M Pro4 Micro ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/15d547cc972da3c22daaceda74a194f0.256p.jpg","Micro ATX","AMD A520",128,"DDR4","4","",121.49,"MOBO"
"Asus WS X299 SAGE/10G","https://pcpartpicker.com/product/grndnQ/asus-ws-x299-sage10g-ssi-ceb-lga2066-motherboard-ws-x299-sage10g","Asus","Asus WS X299 SAGE/10G SSI CEB LGA2066 Motherboard","LGA2066","//cdna.pcpartpicker.com/static/forever/images/product/4375b990c907b011007124f9f15b68eb.256p.jpg","SSI CEB","Intel X299",128,"DDR4","8","2242/2260/2280/22110 M-key
                        
                            2242/2260/2280 M-key",599.99,"MOBO"
"Asus Strix B550-XE Gaming WiFi","https://pcpartpicker.com/product/zfMTwP/asus-strix-b550-xe-gaming-wifi-atx-am4-motherboard-strix-b550-xe-gaming-wifi","Asus","Asus Strix B550-XE Gaming WiFi ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/3114b72ef47554d2cb1e65b9b4a149ca.256p.jpg","ATX","AMD B550",128,"DDR4","4","",399,"MOBO"
"Asus ROG MAXIMUS XII HERO (WI-FI)","https://pcpartpicker.com/product/pFMTwP/asus-rog-maximus-xii-hero-wi-fi-atx-lga1200-motherboard-rog-maximus-xii-hero-wi-fi","Asus","Asus ROG MAXIMUS XII HERO (WI-FI) ATX LGA1200 Motherboard","LGA1200","//cdna.pcpartpicker.com/static/forever/images/product/c364a2ad0b5ee287c355c84251ec1042.256p.jpg","ATX","Intel Z490",128,"DDR4","4","",570,"MOBO"
"ASRock X570 Steel Legend","https://pcpartpicker.com/product/Ft6qqs/asrock-x570-steel-legend-atx-am4-motherboard-x570-steel-legend","ASRock","ASRock X570 Steel Legend ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/974f48fb1fd0b2032cb549076173f522.256p.jpg","ATX","AMD X570",128,"DDR4","4","",342.39,"MOBO"
"Asus PRIME H610M-A D4-CSM","https://pcpartpicker.com/product/fRhFf7/asus-prime-h610m-a-d4-csm-micro-atx-lga1700-motherboard-prime-h610m-a-d4-csm","Asus","Asus PRIME H610M-A D4-CSM Micro ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/8ed1dcf077ac2fd28b8a2b7abb95c881.256p.jpg","Micro ATX","Intel H610",64,"DDR4","2","2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key
                        
                            2230 E-key",109.99,"MOBO"
"Asus ROG MAXIMUS Z690 FORMULA","https://pcpartpicker.com/product/cKGbt6/asus-rog-maximus-z690-formula-atx-lga1700-motherboard-rog-maximus-z690-formula","Asus","Asus ROG MAXIMUS Z690 FORMULA ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/b6a544cdc9c56b5b1fa513b7c1dc08fc.256p.jpg","ATX","Intel Z690",192,"DDR5","4","",439.99,"MOBO"
"Biostar B450MH","https://pcpartpicker.com/product/DWw7YJ/biostar-b450mh-micro-atx-am4-motherboard-b450mh","Biostar","Biostar B450MH Micro ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/0cbcdd636b43ad2b7b175731eaf81737.256p.jpg","Micro ATX","AMD B450",32,"DDR4","2","",109.9,"MOBO"
"Gigabyte Z390 AORUS MASTER","https://pcpartpicker.com/product/fyrmP6/gigabyte-z390-aorus-master-atx-lga1151-motherboard-z390-aorus-master","Gigabyte","Gigabyte Z390 AORUS MASTER ATX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/b44c9eb2fa9abaf62e3e7ce90ec7da3e.256p.jpg","ATX","Intel Z390",128,"DDR4","4","",335,"MOBO"
"ASRock Z790M PG LIGHTNING/D4","https://pcpartpicker.com/product/JPRYcf/asrock-z790m-pg-lightningd4-micro-atx-lga1700-motherboard-z790m-pg-lightningd4","ASRock","ASRock Z790M PG LIGHTNING/D4 Micro ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/38ea337431522ff4c9546f5aabff3cfb.256p.jpg","Micro ATX","Intel Z790",128,"DDR4","4","",119.99,"MOBO"
"NZXT N9 Z890","https://pcpartpicker.com/product/q9hv6h/nzxt-n9-z890-atx-lga1851-motherboard-n9-z89xt-w1","NZXT","NZXT N9 Z890 ATX LGA1851 Motherboard","LGA1851","//cdna.pcpartpicker.com/static/forever/images/product/b447f944b502052d28aa0203263112a9.256p.jpg","ATX","Intel Z890",192,"DDR5","4","",499.99,"MOBO"
"Gigabyte Z590I AORUS ULTRA","https://pcpartpicker.com/product/vT4BD3/gigabyte-z590i-aorus-ultra-mini-itx-lga1200-motherboard-z590i-aorus-ultra","Gigabyte","Gigabyte Z590I AORUS ULTRA Mini ITX LGA1200 Motherboard","LGA1200","//cdna.pcpartpicker.com/static/forever/images/product/c26651c4cf95f9c71f949a874cfaf605.256p.jpg","Mini ITX","Intel Z590",64,"DDR4","2","",249,"MOBO"
"ASRock Z890M Riptide WiFi","https://pcpartpicker.com/product/LYyH99/asrock-z890m-riptide-wifi-micro-atx-lga1851-motherboard-z890m-riptide-wifi","ASRock","ASRock Z890M Riptide WiFi Micro ATX LGA1851 Motherboard","LGA1851","//cdna.pcpartpicker.com/static/forever/images/product/2e87d115e6df039e50bee6cb21a5a12e.256p.jpg","Micro ATX","Intel Z890",256,"DDR5","4","",247.36,"MOBO"
"Gigabyte B860M AORUS ELITE WIFI6E","https://pcpartpicker.com/product/tQZWGX/gigabyte-b860m-aorus-elite-wifi6e-micro-atx-lga1851-motherboard-b860m-aorus-elite-wifi6e","Gigabyte","Gigabyte B860M AORUS ELITE WIFI6E Micro ATX LGA1851 Motherboard","LGA1851","//cdna.pcpartpicker.com/static/forever/images/product/493d89c354ec6c495978aeb597b4f313.256p.jpg","Micro ATX","Intel B860",256,"DDR5","4","",189.99,"MOBO"
"Asus ProArt B660-CREATOR D4","https://pcpartpicker.com/product/LqXJ7P/asus-proart-b660-creator-d4-atx-lga1700-motherboard-proart-b660-creator-d4","Asus","Asus ProArt B660-CREATOR D4 ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/8fc107c92c64aba1c81bc2dffccb85e4.256p.jpg","ATX","Intel B660",128,"DDR4","4","2242/2260/2280/22110 M-key
                        
                            2242/2260/2280 M-key
                        
                            2242/2260/2280/22110 M-key
                        
                            2230 E-key",199.95,"MOBO"
"MSI MEG Z690 UNIFY","https://pcpartpicker.com/product/dk8bt6/msi-meg-z690-unify-atx-lga1700-motherboard-meg-z690-unify","MSI","MSI MEG Z690 UNIFY ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/341ed4c3950fc86796176147645ea472.256p.jpg","ATX","Intel Z690",192,"DDR5","4","",499.99,"MOBO"
"Asus TUF GAMING B550M-PLUS (WI-FI)","https://pcpartpicker.com/product/HjQfrH/asus-tuf-gaming-b550m-plus-wi-fi-micro-atx-am4-motherboard-tuf-gaming-b550m-plus-wi-fi","Asus","Asus TUF GAMING B550M-PLUS (WI-FI) Micro ATX AM4 Motherboard","AM4","https://m.media-amazon.com/images/I/51CuKQb4ayL.jpg","Micro ATX","AMD B550",128,"DDR4","4","",274,"MOBO"
"Gigabyte Z890 AI TOP","https://pcpartpicker.com/product/LqKscf/gigabyte-z890-ai-top-eatx-lga1851-motherboard-z890-ai-top","Gigabyte","Gigabyte Z890 AI TOP EATX LGA1851 Motherboard","LGA1851","//cdna.pcpartpicker.com/static/forever/images/product/d615ed6dce86f842b584bc418b42723b.256p.jpg","EATX","Intel Z890",256,"DDR5","4","",549.99,"MOBO"
"Gigabyte B840M D2H","https://pcpartpicker.com/product/Qb8Pxr/gigabyte-b840m-d2h-micro-atx-am5-motherboard-b840m-d2h","Gigabyte","Gigabyte B840M D2H Micro ATX AM5 Motherboard","AM5","https://m.media-amazon.com/images/I/61Io5vj0k+L.jpg","Micro ATX","AMD B840",128,"DDR5","2","",202.4,"MOBO"
"MSI MAG B860 TOMAHAWK WIFI","https://pcpartpicker.com/product/rpG2FT/msi-mag-b860-tomahawk-wifi-atx-lga1851-motherboard-mag-b860-tomahawk-wifi","MSI","MSI MAG B860 TOMAHAWK WIFI ATX LGA1851 Motherboard","LGA1851","//cdna.pcpartpicker.com/static/forever/images/product/713074681356fa5f3825c29a20501a5c.256p.jpg","ATX","Intel B860",256,"DDR5","4","2280 M-key
                        
                            2260/2280/22110 M-key
                        
                            2242/2260/2280 M-key",209,"MOBO"
"ASRock Z390 Phantom Gaming 4","https://pcpartpicker.com/product/ntyV3C/asrock-z390-phantom-gaming-4-atx-lga1150-motherboard-z390-phantom-gaming-4","ASRock","ASRock Z390 Phantom Gaming 4 ATX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/2b02bc5f14c800bc66df1b8364788093.256p.jpg","ATX","Intel Z390",128,"DDR4","4","",229,"MOBO"
"Gigabyte B550M AORUS PRO-P","https://pcpartpicker.com/product/2Bwkcf/gigabyte-b550m-aorus-pro-p-micro-atx-am4-motherboard-b550m-aorus-pro-p","Gigabyte","Gigabyte B550M AORUS PRO-P Micro ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/b22b15a301bbfba8670a17c926e8669f.256p.jpg","Micro ATX","AMD B550",128,"DDR4","4","2242/2260/2280/22110 M-key
                        
                            2242/2260/2280 M-key",228.29,"MOBO"
"Gigabyte B460M DS3H V2","https://pcpartpicker.com/product/Jtnypg/gigabyte-b460m-ds3h-v2-micro-atx-lga1200-motherboard-b460m-ds3h-v2","Gigabyte","Gigabyte B460M DS3H V2 Micro ATX LGA1200 Motherboard","LGA1200","https://m.media-amazon.com/images/I/51b2j-h2chS.jpg","Micro ATX","Intel B460",128,"DDR4","4","",193.14,"MOBO"
"MSI PRO Z890-A WIFI","https://pcpartpicker.com/product/ZvzXsY/msi-pro-z890-a-wifi-atx-lga1851-motherboard-pro-z890-a-wifi","MSI","MSI PRO Z890-A WIFI ATX LGA1851 Motherboard","LGA1851","//cdna.pcpartpicker.com/static/forever/images/product/48b2fb905b52d26da0a017d5887e54da.256p.jpg","ATX","Intel Z890",256,"DDR5","4","",259.99,"MOBO"
"MSI Z370 GAMING PLUS","https://pcpartpicker.com/product/rXCrxr/msi-z370-gaming-plus-atx-lga1151-motherboard-z370-gaming-plus","MSI","MSI Z370 GAMING PLUS ATX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/15e80b925c8d5e1e1f5d4e0e8a24acd3.256p.jpg","ATX","Intel Z370",64,"DDR4","4","",325,"MOBO"
"Gigabyte B760M D3HP WIFI6","https://pcpartpicker.com/product/rjpD4D/gigabyte-b760m-d3hp-wifi6-micro-atx-lga1700-motherboard-b760m-d3hp-wifi6","Gigabyte","Gigabyte B760M D3HP WIFI6 Micro ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/12788b84dfc847637edece26e8cebdb6.256p.jpg","Micro ATX","Intel B760",192,"DDR5","4","2280 M-key
                        
                            2280/22110 M-key",213.64,"MOBO"
"Gigabyte Z690 GAMING X DDR4","https://pcpartpicker.com/product/q8XJ7P/gigabyte-z690-gaming-x-ddr4-atx-lga1700-motherboard-z690-gaming-x-ddr4","Gigabyte","Gigabyte Z690 GAMING X DDR4 ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/760693fb090dd6499ee94a2edbcaf36f.256p.jpg","ATX","Intel Z690",128,"DDR4","4","2260/2280/22110 M-key
                        
                            2260/2280/22110 M-key
                        
                            2260/2280/22110 M-key
                        
                            2260/2280/22110 M-key",369,"MOBO"
"Gigabyte Z890 AORUS PRO ICE","https://pcpartpicker.com/product/2Zgrxr/gigabyte-z890-aorus-pro-ice-atx-lga1851-motherboard-z890-aorus-pro-ice","Gigabyte","Gigabyte Z890 AORUS PRO ICE ATX LGA1851 Motherboard","LGA1851","//cdna.pcpartpicker.com/static/forever/images/product/8ceac99637cdd1b429744608c9ebd8f5.256p.jpg","ATX","Intel Z890",256,"DDR5","4","",334.99,"MOBO"
"MSI MPG B550 GAMING CARBON WIFI","https://pcpartpicker.com/product/FyBhP6/msi-mpg-b550-gaming-carbon-wifi-atx-am4-motherboard-mpg-b550-gaming-carbon-wifi","MSI","MSI MPG B550 GAMING CARBON WIFI ATX AM4 Motherboard","AM4","https://m.media-amazon.com/images/I/51vaEhdWy8L.jpg","ATX","AMD B550",128,"DDR4","4","",376.95,"MOBO"
